date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph)
2015-11-26,13.3,80.0,8.3,30.4,2.8,4.6,68.0,0.47,19.2,5.2,86.0,74.0,30.636,30.002,6.9
2015-11-27,10.2,74.0,3.5,30.6,1.8,3.0,74.0,0.55,23.0,4.3,80.0,59.0,30.762,30.416,10.4
2015-11-28,15.9,75.0,9.3,30.4,1.0,1.9,38.0,0.64,26.8,2.2,84.0,62.0,30.498,30.2,9.2
2015-11-29,18.4,75.0,11.3,30.2,1.7,2.5,36.0,0.67,32.1,8.1,84.0,37.0,30.308,30.001,16.1
2015-11-30,15.1,55.0,0.5,30.1,8.4,12.5,269.0,0.67,21.8,2.8,82.0,35.0,30.238,30.011,24.2
2015-12-01,23.7,35.0,-0.1,30.1,15.6,21.8,254.0,0.0,31.0,16.2,43.0,23.0,30.227,30.014,31.1
2015-12-02,34.0,25.0,1.8,30.2,10.0,13.9,256.0,0.0,39.1,29.3,35.0,18.0,30.23,30.087,19.6
2015-12-03,32.7,42.0,10.2,30.2,6.8,9.7,269.0,0.0,43.5,14.9,77.0,25.0,30.31,30.086,20.7
2015-12-04,39.6,29.0,7.3,30.0,6.1,9.0,257.0,0.0,54.1,13.5,78.0,14.0,30.242,29.858,20.7
2015-12-05,33.0,36.0,8.6,30.2,6.6,10.3,287.0,0.0,42.5,18.3,47.0,24.0,30.562,29.874,17.3
2015-12-06,34.5,21.0,-7.4,30.4,6.8,9.9,275.0,0.0,51.0,14.3,51.0,5.0,30.617,30.126,23.0
2015-12-07,43.8,21.0,5.8,29.9,15.1,22.6,280.0,0.0,49.8,37.0,39.0,14.0,30.114,29.651,34.5
2015-12-08,42.2,42.0,20.3,29.8,13.0,19.3,274.0,0.02,48.1,34.4,82.0,27.0,29.946,29.697,32.2
2015-12-09,47.4,28.0,15.2,29.7,15.8,22.8,253.0,0.02,55.9,41.6,43.0,17.0,29.847,29.474,34.5
2015-12-10,43.4,28.0,12.1,29.6,9.8,14.4,258.0,0.02,48.5,36.3,40.0,22.0,29.733,29.347,23.0
2015-12-11,32.7,70.0,23.3,29.6,3.3,5.4,209.0,0.08,44.8,25.8,88.0,26.0,29.809,29.345,17.3
2015-12-12,23.5,82.0,18.8,29.9,1.6,3.1,99.0,0.08,26.7,16.4,87.0,75.0,30.049,29.66,8.1
2015-12-13,22.4,69.0,12.8,29.9,1.7,2.9,317.0,0.18,47.0,4.1,86.0,33.0,30.128,29.503,13.8
2015-12-14,32.6,53.0,16.4,29.4,4.3,6.7,24.0,0.18,43.6,21.8,84.0,32.0,29.589,29.268,12.7
2015-12-15,18.3,71.0,10.2,29.7,4.4,7.1,292.0,0.18,21.9,14.3,86.0,45.0,29.915,29.326,21.9
2015-12-16,17.5,43.0,-1.3,30.0,10.6,15.3,265.0,0.18,23.2,10.0,54.0,32.0,30.093,29.86,25.3
2015-12-17,17.2,36.0,-5.7,30.1,10.8,16.3,280.0,0.18,22.7,13.3,61.0,25.0,30.21,29.952,27.6
2015-12-18,32.4,45.0,13.3,30.1,13.6,19.9,276.0,0.18,42.9,22.2,51.0,33.0,30.132,29.983,33.4
2015-12-19,44.2,25.0,10.4,29.8,10.3,15.6,313.0,0.18,51.1,29.7,50.0,18.0,30.08,29.604,23.0
2015-12-20,36.4,39.0,12.5,29.6,8.4,12.5,321.0,0.18,45.2,28.4,73.0,15.0,29.758,29.524,23.0
2015-12-21,30.8,47.0,12.6,29.7,12.3,17.7,306.0,0.18,35.3,27.2,72.0,32.0,29.909,29.554,27.6
2015-12-22,30.9,69.0,21.7,29.3,4.2,6.4,85.0,0.18,36.9,20.3,89.0,52.0,29.55,29.217,13.8
2015-12-23,19.6,59.0,7.2,29.5,4.2,6.8,312.0,0.26,28.1,12.0,83.0,39.0,29.719,29.352,16.1
2015-12-24,15.3,44.0,-2.9,30.0,6.1,8.9,271.0,0.26,20.4,8.4,61.0,32.0,30.139,29.696,18.4
2015-12-25,17.7,68.0,8.6,29.9,1.7,2.7,62.0,0.27,31.5,8.4,84.0,40.0,30.078,29.722,10.4
2015-12-26,8.7,69.0,0.4,30.5,1.2,2.0,53.0,0.29,19.9,-7.0,82.0,43.0,30.907,29.949,9.2
2015-12-27,3.4,64.0,-6.8,30.7,1.1,1.9,35.0,0.34,33.1,-12.2,76.0,30.0,31.017,30.322,10.4
2015-12-28,13.1,50.0,-4.9,30.1,4.5,6.8,313.0,0.34,36.0,-8.6,76.0,17.0,30.355,29.857,19.6
2015-12-29,10.9,62.0,-0.3,30.1,1.3,2.2,49.0,0.35,29.8,-2.0,79.0,31.0,30.309,29.881,10.4
2015-12-30,12.0,57.0,-1.2,30.3,2.8,4.1,283.0,0.35,25.3,0.7,79.0,33.0,30.468,30.107,16.1
2015-12-31,6.7,66.0,-2.5,30.6,1.2,2.2,61.0,0.35,22.5,-5.4,79.0,40.0,30.909,30.338,9.2
2016-01-01,7.5,51.0,-9.4,30.8,0.7,1.3,56.0,0.0,37.8,-12.2,75.0,11.0,31.021,30.543,6.9
2016-01-02,15.7,49.0,-2.9,30.6,0.6,1.1,3.0,0.0,40.5,-4.8,76.0,15.0,30.832,30.353,8.1
2016-01-03,31.0,41.0,8.5,30.3,1.8,3.0,350.0,0.0,48.8,17.2,72.0,20.0,30.515,30.065,13.8
2016-01-04,25.0,57.0,9.8,30.2,0.9,1.4,275.0,0.0,48.6,11.6,81.0,19.0,30.407,29.982,11.5
2016-01-05,28.4,53.0,11.8,29.9,2.2,3.4,334.0,0.0,46.0,13.8,75.0,24.0,30.139,29.694,12.7
2016-01-06,32.1,48.0,13.7,29.7,4.2,6.5,331.0,0.0,42.5,20.4,71.0,27.0,29.841,29.577,12.7
2016-01-07,27.2,77.0,20.9,29.7,1.3,2.3,58.0,0.0,35.8,21.4,88.0,62.0,29.858,29.642,10.4
2016-01-08,19.5,83.0,15.1,29.9,2.3,4.1,81.0,0.02,26.0,7.9,88.0,76.0,30.153,29.689,8.1
2016-01-09,15.5,60.0,2.8,30.2,4.2,6.6,322.0,0.05,29.3,1.8,83.0,36.0,30.336,30.09,17.3
2016-01-10,22.7,32.0,-2.8,30.1,10.1,14.8,317.0,0.05,29.7,18.1,43.0,22.0,30.166,30.042,19.6
2016-01-11,28.4,24.0,-3.7,30.1,11.7,16.3,303.0,0.05,36.0,21.6,33.0,17.0,30.158,29.95,26.5
2016-01-12,32.5,23.0,-2.0,30.1,13.1,19.0,298.0,0.05,40.3,27.8,41.0,14.0,30.203,29.952,25.3
2016-01-13,37.1,26.0,4.4,29.9,13.5,19.3,294.0,0.05,44.8,29.7,41.0,16.0,30.084,29.658,29.9
2016-01-14,29.8,37.0,5.4,29.7,11.2,17.4,311.0,0.05,36.3,23.6,60.0,18.0,29.825,29.566,28.8
2016-01-15,23.0,54.0,7.7,29.8,6.8,10.5,301.0,0.05,29.7,12.9,82.0,33.0,29.979,29.681,24.2
2016-01-16,20.7,48.0,3.6,30.0,5.5,8.8,268.0,0.05,31.4,6.0,75.0,28.0,30.242,29.918,20.7
2016-01-17,29.8,47.0,11.6,30.0,9.5,14.6,291.0,0.05,35.8,25.7,65.0,34.0,30.077,29.873,20.7
2016-01-18,35.2,42.0,13.9,29.9,9.7,13.8,284.0,0.05,43.3,29.4,55.0,29.0,30.042,29.791,26.5
2016-01-19,32.9,49.0,14.3,30.0,5.2,8.0,302.0,0.05,40.1,24.2,82.0,27.0,30.168,29.818,17.3
2016-01-20,30.5,42.0,9.9,29.9,7.6,11.8,300.0,0.05,37.8,24.5,60.0,30.0,30.123,29.731,18.4
2016-01-21,29.6,35.0,4.1,30.3,7.0,10.6,293.0,0.05,40.1,23.5,51.0,16.0,30.379,30.094,19.6
2016-01-22,41.3,36.0,15.7,30.1,7.2,10.7,293.0,0.05,53.8,23.8,61.0,21.0,30.286,29.838,18.4
2016-01-23,42.1,22.0,5.4,29.8,7.0,10.1,327.0,0.05,51.0,31.3,40.0,14.0,29.944,29.626,17.3
2016-01-24,32.8,41.0,10.5,29.6,6.2,9.1,321.0,0.05,42.2,21.4,81.0,23.0,29.839,29.462,20.7
2016-01-25,24.8,40.0,3.4,30.1,4.9,7.8,336.0,0.05,32.4,13.8,62.0,27.0,30.275,29.748,15.0
2016-01-26,27.5,31.0,-0.2,30.3,5.3,8.5,311.0,0.05,37.9,13.5,64.0,20.0,30.39,30.174,13.8
2016-01-27,37.5,39.0,13.4,30.2,4.5,7.2,347.0,0.05,53.3,24.4,62.0,22.0,30.318,30.043,15.0
2016-01-28,41.1,35.0,14.9,30.0,10.6,15.6,308.0,0.05,50.2,33.3,45.0,25.0,30.138,29.742,24.2
2016-01-29,39.8,30.0,10.3,29.7,16.4,23.9,292.0,0.05,45.1,33.8,52.0,18.0,29.793,29.508,31.1
2016-01-30,38.4,60.0,24.7,29.5,11.0,16.9,287.0,0.05,47.3,25.8,89.0,35.0,29.626,29.322,29.9
2016-01-31,22.3,65.0,11.2,29.9,3.7,6.2,244.0,0.05,29.1,17.7,87.0,33.0,30.002,29.616,23.0
2016-02-01,18.1,82.0,13.6,29.8,2.1,3.2,97.0,0.01,22.4,14.4,85.0,78.0,29.86,29.626,11.5
2016-02-02,12.3,77.0,6.3,30.1,2.0,3.2,112.0,0.01,18.1,2.8,82.0,66.0,30.259,29.838,10.4
2016-02-03,8.5,50.0,-7.8,30.4,8.1,11.8,267.0,0.01,18.1,-4.3,78.0,28.0,30.518,30.258,23.0
2016-02-04,20.5,40.0,-0.3,30.3,13.6,19.0,271.0,0.02,30.9,10.0,54.0,28.0,30.409,30.236,27.6
2016-02-05,23.5,35.0,-0.7,30.4,9.5,14.3,290.0,0.02,29.1,16.7,46.0,26.0,30.482,30.278,20.7
2016-02-06,34.3,32.0,7.0,30.2,16.6,24.4,307.0,0.06,43.8,25.0,43.0,21.0,30.332,29.952,31.1
2016-02-07,34.6,31.0,6.9,30.1,12.6,20.4,326.0,0.06,38.6,30.7,41.0,21.0,30.27,29.951,31.1
2016-02-08,40.2,33.0,13.0,30.2,10.5,16.6,306.0,0.06,47.6,34.7,40.0,23.0,30.259,30.162,23.0
2016-02-09,43.7,22.0,7.0,30.2,10.5,14.4,312.0,0.06,53.8,36.2,31.0,14.0,30.248,30.1,20.7
2016-02-10,46.6,16.0,2.5,30.0,11.0,16.0,347.0,0.06,56.0,40.6,24.0,7.0,30.121,29.898,20.7
2016-02-11,46.7,24.0,11.1,30.0,8.9,13.9,349.0,0.06,56.3,38.3,37.0,17.0,30.096,29.861,24.2
2016-02-12,48.5,31.0,18.9,30.0,7.9,11.1,309.0,0.06,57.6,40.6,42.0,23.0,30.119,29.909,20.7
2016-02-13,43.4,21.0,5.4,29.8,11.9,17.3,360.0,0.06,55.3,19.4,32.0,12.0,29.911,29.671,26.5
2016-02-14,36.5,37.0,11.9,29.8,15.9,24.3,325.0,0.06,41.9,31.4,60.0,20.0,29.948,29.701,33.4
2016-02-15,38.5,50.0,21.2,29.8,14.5,23.3,299.0,0.06,44.3,32.4,63.0,40.0,29.92,29.664,34.5
2016-02-16,42.0,36.0,15.7,29.8,11.3,18.0,320.0,0.06,49.8,37.2,59.0,22.0,29.904,29.759,32.2
2016-02-17,49.4,17.0,3.9,29.8,9.9,14.5,332.0,0.06,60.7,38.3,31.0,8.0,29.938,29.426,23.0
2016-02-18,46.9,34.0,17.6,29.4,15.4,23.2,355.0,0.07,55.3,30.3,77.0,14.0,29.819,29.226,34.5
2016-02-19,39.9,25.0,5.3,29.9,16.3,23.7,355.0,0.07,50.2,29.0,42.0,10.0,30.044,29.803,31.1
2016-02-20,43.2,29.0,13.1,29.9,12.6,19.1,354.0,0.07,51.1,36.9,45.0,19.0,30.006,29.805,24.2
2016-02-21,30.6,52.0,14.2,30.2,4.2,7.2,82.0,0.07,40.9,19.2,73.0,35.0,30.317,29.979,20.7
2016-02-22,29.1,60.0,15.3,30.0,3.8,6.0,43.0,0.07,40.2,18.6,87.0,27.0,30.147,29.856,13.8
2016-02-23,23.6,64.0,11.8,30.3,2.3,4.0,65.0,0.16,34.3,11.2,87.0,30.0,30.445,30.029,12.7
2016-02-24,30.5,27.0,-1.6,30.2,9.6,14.0,308.0,0.16,42.8,11.1,68.0,14.0,30.416,30.023,25.3
2016-02-25,29.4,47.0,10.1,30.3,3.7,6.0,53.0,0.16,42.9,10.0,75.0,28.0,30.43,30.082,21.9
2016-02-26,44.8,25.0,9.5,30.1,8.9,12.7,354.0,0.16,57.6,35.5,41.0,11.0,30.25,29.88,18.4
2016-02-27,46.7,22.0,9.5,29.7,12.0,17.6,65.0,0.16,56.3,36.9,51.0,15.0,29.898,29.549,26.5
2016-02-28,42.2,25.0,7.1,29.9,8.7,13.2,58.0,0.16,53.6,31.5,44.0,11.0,29.942,29.749,25.3
2016-02-29,38.1,36.0,12.3,29.8,11.5,17.0,77.0,0.16,45.9,27.9,73.0,22.0,30.023,29.702,29.9
2016-03-01,36.4,30.0,7.6,30.0,7.9,12.5,23.0,0.0,47.0,24.5,51.0,22.0,30.125,29.817,24.2
2016-03-02,39.9,38.0,14.4,29.8,11.8,18.7,35.0,0.04,46.8,32.9,86.0,19.0,29.941,29.644,27.6
2016-03-03,42.5,20.0,1.9,30.0,8.6,12.4,348.0,0.04,56.1,31.2,35.0,9.0,30.046,29.851,25.3
2016-03-04,41.3,35.0,13.4,30.0,4.6,7.3,48.0,0.04,56.4,23.9,69.0,17.0,30.195,29.816,17.3
2016-03-05,38.6,42.0,11.1,30.0,4.3,6.3,32.0,0.04,58.6,19.4,80.0,12.0,30.226,29.62,19.6
2016-03-06,46.1,37.0,20.0,29.5,10.0,14.5,92.0,0.04,53.3,41.3,61.0,19.0,29.727,29.349,21.9
2016-03-07,36.7,50.0,19.3,29.5,7.7,11.5,102.0,0.05,42.5,31.2,77.0,35.0,29.701,29.352,19.6
2016-03-08,30.3,65.0,19.3,29.8,3.0,4.9,113.0,0.06,38.8,20.8,83.0,43.0,30.001,29.678,11.5
2016-03-09,31.8,55.0,15.9,30.0,5.0,7.5,99.0,0.06,43.2,18.4,83.0,27.0,30.133,29.82,19.6
2016-03-10,42.7,35.0,16.2,30.0,9.0,13.1,100.0,0.06,56.2,30.2,54.0,21.0,30.183,29.936,23.0
2016-03-11,44.5,33.0,12.2,29.9,4.4,6.6,99.0,0.06,63.8,24.8,63.0,8.0,30.111,29.697,18.4
2016-03-12,42.3,43.0,19.1,29.6,5.5,8.2,98.0,0.06,62.0,26.3,69.0,16.0,29.782,29.47,18.4
2016-03-13,43.3,36.0,17.8,29.7,9.4,13.7,92.0,0.06,52.6,34.9,53.0,24.0,29.757,29.522,24.2
2016-03-14,37.6,59.0,23.6,29.6,8.3,12.0,99.0,0.08,43.7,28.1,88.0,40.0,29.78,29.53,24.2
2016-03-15,26.0,44.0,6.2,30.0,7.4,11.9,98.0,0.08,31.8,20.5,67.0,22.0,30.088,29.729,21.9
2016-03-16,27.0,39.0,5.3,30.1,6.4,10.3,108.0,0.08,32.8,19.7,56.0,27.0,30.152,30.023,23.0
2016-03-17,24.2,77.0,17.5,30.0,2.7,4.4,108.0,0.1,28.5,20.3,87.0,39.0,30.184,29.97,11.5
2016-03-18,16.5,80.0,11.5,30.3,2.4,4.2,114.0,0.1,22.7,9.3,86.0,72.0,30.496,30.175,10.4
2016-03-19,16.2,70.0,7.8,30.5,1.3,2.5,98.0,0.23,27.9,6.7,81.0,54.0,30.615,30.46,9.2
2016-03-20,26.8,46.0,4.3,30.4,3.0,5.0,94.0,0.26,51.8,-2.2,78.0,13.0,30.688,29.945,15.0
2016-03-21,49.5,24.0,12.9,29.7,11.4,16.8,99.0,0.26,60.2,37.0,43.0,12.0,29.945,29.49,24.2
2016-03-22,49.4,24.0,12.9,29.3,10.7,16.0,96.0,0.26,55.8,36.3,73.0,13.0,29.48,29.206,24.2
2016-03-23,27.9,80.0,22.2,29.7,3.4,5.5,98.0,0.3,36.1,23.3,91.0,52.0,30.145,29.287,20.7
2016-03-24,32.2,48.0,14.5,30.0,9.6,14.3,19.0,0.56,39.8,25.4,70.0,34.0,30.154,29.764,20.7
2016-03-25,29.9,51.0,13.4,29.8,9.2,13.2,57.0,0.57,37.2,20.3,84.0,29.0,29.967,29.685,25.3
2016-03-26,20.3,65.0,10.1,30.2,1.9,3.6,105.0,0.57,30.9,9.0,80.0,46.0,30.339,29.942,10.4
2016-03-27,30.8,41.0,8.1,30.1,7.7,11.1,25.0,0.57,44.1,11.1,81.0,26.0,30.356,29.952,23.0
2016-03-28,39.0,40.0,15.1,29.8,3.3,5.4,92.0,0.57,52.7,27.2,64.0,18.0,29.966,29.551,19.6
2016-03-29,35.4,71.0,26.3,29.5,2.1,3.5,86.0,0.65,50.1,26.3,92.0,39.0,29.643,29.415,13.8
2016-03-30,30.3,53.0,14.7,29.7,8.1,12.0,70.0,0.67,37.3,26.7,79.0,38.0,29.848,29.523,19.6
2016-03-31,29.6,45.0,10.3,29.9,6.2,9.6,72.0,0.68,36.9,19.9,76.0,23.0,30.105,29.736,19.6
2016-04-01,31.1,41.0,8.9,30.2,5.6,8.7,58.0,0.0,47.1,16.7,64.0,20.0,30.267,30.069,16.1
2016-04-02,42.6,34.0,14.9,30.1,6.6,9.9,89.0,0.0,54.4,27.6,60.0,19.0,30.267,29.888,17.3
2016-04-03,46.4,33.0,17.8,29.9,9.5,14.1,103.0,0.0,59.9,35.8,56.0,17.0,30.076,29.836,23.0
2016-04-04,48.6,38.0,21.9,30.0,4.9,7.3,101.0,0.0,61.6,32.2,72.0,19.0,30.153,29.757,19.6
2016-04-05,39.8,45.0,19.0,29.9,9.6,14.9,96.0,0.04,47.7,32.9,84.0,26.0,30.088,29.684,26.5
2016-04-06,46.3,25.0,11.4,30.0,13.8,20.0,38.0,0.04,58.5,33.4,36.0,16.0,30.121,29.866,27.6
2016-04-07,47.1,38.0,22.1,30.0,4.8,7.9,104.0,0.04,56.2,34.9,70.0,19.0,30.116,29.875,18.4
2016-04-08,41.2,53.0,22.4,30.1,1.8,3.4,104.0,0.04,57.4,23.2,86.0,18.0,30.222,29.897,11.5
2016-04-09,48.1,45.0,26.0,29.7,9.1,13.4,101.0,0.04,60.7,26.7,80.0,25.0,29.924,29.477,20.7
2016-04-10,45.3,54.0,28.9,29.6,7.1,10.5,112.0,0.06,52.3,35.2,87.0,32.0,29.873,29.487,21.9
2016-04-11,39.1,78.0,32.5,30.0,2.1,3.9,113.0,0.06,51.7,31.0,91.0,54.0,30.089,29.845,9.2
2016-04-12,41.5,67.0,29.7,30.0,3.6,5.4,102.0,0.07,59.8,26.4,92.0,28.0,30.096,29.892,17.3
2016-04-13,45.5,57.0,28.1,29.9,2.2,3.8,93.0,0.09,62.4,28.2,89.0,22.0,30.096,29.744,15.0
2016-04-14,50.1,43.0,25.2,29.6,6.4,9.4,103.0,0.09,64.2,34.7,76.0,16.0,29.813,29.274,20.7
2016-04-15,38.6,69.0,27.8,29.6,2.6,4.1,113.0,0.13,52.8,30.6,90.0,28.0,29.888,29.272,11.5
2016-04-16,29.1,79.0,23.4,30.1,3.7,5.7,119.0,0.24,35.5,26.9,90.0,59.0,30.221,29.888,18.4
2016-04-17,27.6,83.0,22.9,30.3,2.1,3.9,120.0,0.36,32.0,24.7,89.0,65.0,30.398,30.197,12.7
2016-04-18,29.5,76.0,22.9,30.3,1.5,2.9,116.0,0.42,34.9,23.6,87.0,66.0,30.399,30.212,9.2
2016-04-19,32.1,73.0,24.0,30.1,2.1,3.7,113.0,0.43,42.4,21.9,88.0,37.0,30.252,30.023,10.4
2016-04-20,39.5,62.0,25.9,30.0,2.9,5.0,109.0,0.43,53.5,26.6,90.0,27.0,30.089,29.897,13.8
2016-04-21,42.8,60.0,28.1,30.1,1.7,3.4,107.0,0.45,59.3,24.7,90.0,26.0,30.145,29.983,9.2
2016-04-22,48.7,49.0,24.5,29.9,3.3,5.2,84.0,0.45,70.8,25.8,90.0,12.0,30.105,29.66,18.4
2016-04-23,46.1,51.0,25.4,29.6,5.0,7.9,91.0,0.48,68.2,32.9,82.0,13.0,29.72,29.341,24.2
2016-04-24,42.4,46.0,22.9,29.5,10.3,15.4,93.0,0.48,50.2,35.0,64.0,33.0,29.72,29.339,24.2
2016-04-25,44.9,54.0,28.2,29.5,3.5,5.8,100.0,0.5,55.9,29.1,85.0,32.0,29.724,29.316,15.0
2016-04-26,35.9,68.0,25.4,29.5,5.3,8.5,85.0,0.67,45.8,29.8,91.0,34.0,29.714,29.364,18.4
2016-04-27,38.2,60.0,23.7,29.7,5.2,8.3,101.0,0.69,50.1,26.3,91.0,28.0,29.803,29.638,17.3
2016-04-28,29.2,87.0,25.8,29.9,1.9,3.8,121.0,0.75,32.1,27.0,92.0,79.0,30.082,29.743,6.9
2016-04-29,29.9,88.0,26.8,29.9,1.9,3.2,120.0,0.89,34.6,27.3,91.0,81.0,30.07,29.871,9.2
2016-04-30,29.0,79.0,23.2,30.0,4.0,6.0,121.0,0.96,35.2,25.2,90.0,61.0,30.247,29.884,18.4
2016-05-01,28.5,77.0,22.2,30.3,2.2,3.9,121.0,0.01,33.7,26.0,83.0,64.0,30.396,30.217,13.8
2016-05-02,36.1,57.0,20.7,30.2,2.1,4.0,105.0,0.01,53.9,13.3,83.0,28.0,30.442,30.056,10.4
2016-05-03,44.0,47.0,20.3,30.1,2.4,4.2,109.0,0.01,60.9,25.6,84.0,10.0,30.179,30.049,13.8
2016-05-04,48.3,49.0,26.7,30.1,1.9,3.8,118.0,0.01,66.1,25.8,86.0,20.0,30.217,29.905,12.7
2016-05-05,52.0,47.0,28.1,29.9,1.8,3.3,120.0,0.01,72.1,31.8,82.0,15.0,30.046,29.729,15.0
2016-05-06,52.7,53.0,33.5,29.7,2.1,3.7,112.0,0.04,72.7,38.0,84.0,16.0,29.807,29.555,17.3
2016-05-07,40.3,83.0,35.3,29.7,4.2,6.5,89.0,0.58,46.8,34.9,92.0,58.0,29.856,29.633,18.4
2016-05-08,42.5,58.0,28.4,29.6,4.8,7.4,76.0,0.66,51.6,36.3,75.0,33.0,29.784,29.476,19.6
2016-05-09,45.4,62.0,31.5,29.5,6.1,9.0,70.0,0.85,56.7,31.6,94.0,35.0,29.57,29.414,19.6
2016-05-10,45.6,54.0,28.5,29.7,6.0,9.1,101.0,0.89,53.9,36.3,92.0,30.0,29.964,29.491,20.7
2016-05-11,43.0,40.0,18.5,30.0,4.8,7.6,110.0,0.89,53.9,33.1,65.0,21.0,30.231,29.926,17.3
2016-05-12,47.3,39.0,17.9,30.1,5.0,8.0,114.0,0.89,65.7,25.6,83.0,12.0,30.245,29.939,17.3
2016-05-13,52.5,43.0,26.5,29.9,5.7,8.9,109.0,0.89,66.8,36.6,83.0,14.0,30.046,29.803,18.4
2016-05-14,40.0,80.0,34.2,30.1,3.6,6.0,118.0,0.89,49.4,35.2,90.0,62.0,30.136,29.954,19.6
2016-05-15,42.9,82.0,37.5,29.8,3.0,4.8,119.0,1.15,56.3,33.2,93.0,53.0,30.023,29.663,18.4
2016-05-16,37.0,91.0,34.6,29.9,2.3,4.0,90.0,1.5,44.2,32.4,94.0,86.0,30.171,29.68,11.5
2016-05-17,35.2,88.0,32.0,30.2,2.2,3.9,110.0,1.52,38.5,32.1,92.0,81.0,30.27,30.157,9.2
2016-05-18,43.1,77.0,36.2,30.0,1.7,3.2,119.0,1.58,58.0,33.7,91.0,46.0,30.203,29.87,11.5
2016-05-19,48.9,59.0,32.6,29.7,4.2,6.2,319.0,1.62,65.9,30.7,93.0,25.0,29.918,29.515,15.0
2016-05-20,55.2,50.0,35.0,29.6,3.6,5.9,72.0,1.62,66.8,37.6,86.0,27.0,29.69,29.508,12.7
2016-05-21,55.8,53.0,36.8,29.6,2.4,4.2,111.0,1.62,69.3,36.9,83.0,18.0,29.748,29.406,13.8
2016-05-22,54.8,41.0,30.3,29.5,5.9,9.4,50.0,1.62,63.1,39.1,70.0,24.0,29.629,29.417,20.7
2016-05-23,48.2,48.0,28.1,29.7,3.3,5.5,81.0,1.62,60.3,33.7,86.0,16.0,29.774,29.604,16.1
2016-05-24,47.4,66.0,35.9,29.7,2.1,4.0,110.0,1.62,63.1,29.7,91.0,35.0,29.891,29.572,10.4
2016-05-25,48.7,41.0,21.9,29.8,5.4,8.1,360.0,1.62,64.3,32.5,79.0,15.0,29.887,29.668,21.9
2016-05-26,43.2,66.0,32.0,29.8,2.2,3.7,97.0,1.62,56.5,31.5,86.0,41.0,29.876,29.679,11.5
2016-05-27,44.6,67.0,33.1,29.8,3.8,5.8,99.0,1.95,57.0,35.5,91.0,31.0,29.856,29.626,12.7
2016-05-28,49.1,54.0,31.7,29.9,6.5,9.5,95.0,1.98,61.2,34.0,92.0,27.0,29.961,29.726,19.6
2016-05-29,51.2,55.0,33.0,29.9,3.1,4.7,99.0,2.01,67.3,33.4,85.0,22.0,30.104,29.815,18.4
2016-05-30,51.5,52.0,31.6,29.8,3.9,6.1,97.0,2.01,67.4,34.0,87.0,19.0,29.962,29.716,23.0
2016-05-31,50.1,67.0,39.3,29.9,3.6,6.1,115.0,2.01,59.0,41.2,87.0,46.0,29.938,29.752,15.0
2016-06-01,53.0,66.0,40.8,29.9,2.6,4.5,117.0,0.07,64.5,41.5,92.0,38.0,30.004,29.786,13.8
2016-06-02,57.7,45.0,30.3,29.9,3.0,5.1,106.0,0.07,76.0,35.3,91.0,13.0,30.022,29.752,12.7
2016-06-03,60.0,42.0,34.9,29.8,3.4,5.8,113.0,0.07,77.3,43.0,65.0,19.0,29.954,29.743,13.8
2016-06-04,58.7,54.0,40.7,30.0,2.4,4.4,112.0,0.07,71.6,42.1,86.0,31.0,30.112,29.898,11.5
2016-06-05,57.8,56.0,40.1,29.9,2.3,3.8,105.0,0.08,75.8,39.3,87.0,23.0,29.975,29.737,11.5
2016-06-06,54.6,69.0,42.6,29.8,2.6,4.3,86.0,0.58,77.0,40.0,92.0,23.0,30.003,29.728,17.3
2016-06-07,56.0,67.0,43.7,29.8,2.2,3.6,76.0,0.6,74.0,40.1,95.0,28.0,29.973,29.652,17.3
2016-06-08,59.0,54.0,40.1,29.7,2.4,3.9,73.0,0.6,73.9,42.9,80.0,25.0,29.795,29.584,13.8
2016-06-09,61.6,56.0,42.5,29.6,2.7,4.5,73.0,0.74,81.8,46.0,92.0,16.0,29.753,29.575,17.3
2016-06-10,64.5,53.0,41.6,29.7,2.1,3.8,95.0,0.89,83.8,43.2,94.0,13.0,29.903,29.589,13.8
2016-06-11,62.9,51.0,42.6,29.7,3.5,6.0,91.0,0.9,78.9,45.2,80.0,23.0,29.799,29.6,18.4
2016-06-12,60.4,60.0,44.6,29.8,2.6,4.6,102.0,0.9,74.2,47.6,86.0,27.0,29.903,29.678,12.7
2016-06-13,53.8,73.0,44.7,29.8,2.7,4.7,93.0,1.17,67.9,42.5,93.0,36.0,29.929,29.678,17.3
2016-06-14,57.8,41.0,32.8,29.7,6.7,10.4,96.0,1.32,69.4,45.5,62.0,23.0,29.79,29.582,19.6
2016-06-15,62.6,38.0,33.4,29.6,3.3,5.8,113.0,1.33,77.0,41.8,70.0,12.0,29.784,29.5,13.8
2016-06-16,68.8,18.0,20.4,29.6,6.2,9.6,114.0,1.33,82.4,49.2,57.0,8.0,29.726,29.486,17.3
2016-06-17,63.3,43.0,38.4,29.8,2.3,4.2,112.0,1.33,77.3,44.8,76.0,19.0,29.876,29.709,17.3
2016-06-18,66.2,50.0,43.4,29.9,2.2,4.2,109.0,1.33,81.8,45.7,87.0,9.0,30.04,29.747,11.5
