date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph)
2015-04-20,35.0,64.0,22.6,29.9,3.0,5.1,334.0,1.64,47.2,24.2,86.0,27.0,30.019,29.826,21.9
2015-04-21,40.0,58.0,23.4,29.9,2.8,4.7,306.0,1.65,58.5,23.9,89.0,21.0,29.991,29.775,17.3
2015-04-22,41.1,62.0,27.3,29.8,2.2,3.6,278.0,1.65,60.4,25.3,89.0,18.0,29.946,29.677,19.6
2015-04-23,48.3,44.0,25.7,29.7,5.0,7.5,265.0,1.66,61.0,38.3,79.0,14.0,29.784,29.529,20.7
2015-04-24,44.1,51.0,26.2,29.5,6.4,9.6,256.0,1.69,54.5,35.8,84.0,29.0,29.627,29.472,18.4
2015-04-25,45.5,52.0,27.4,29.6,7.1,11.0,254.0,1.77,56.0,38.2,88.0,26.0,29.642,29.492,19.6
2015-04-26,36.7,89.0,33.6,29.8,1.7,3.3,77.0,2.11,41.1,34.4,92.0,81.0,30.039,29.566,9.2
2015-04-27,36.4,84.0,31.9,30.2,2.5,4.6,76.0,2.11,42.7,32.8,92.0,69.0,30.319,30.034,11.5
2015-04-28,40.9,73.0,32.4,30.2,1.4,2.7,58.0,2.11,52.0,33.1,88.0,55.0,30.29,30.022,6.9
2015-04-29,49.7,50.0,26.9,29.9,3.9,6.2,267.0,2.12,69.8,27.3,92.0,14.0,30.138,29.672,18.4
2015-04-30,53.4,46.0,28.8,29.8,3.6,5.9,305.0,2.16,69.6,36.3,88.0,13.0,29.854,29.7,18.4
2015-05-15,45.1,51.0,27.8,29.6,6.2,8.9,269.0,0.27,49.1,41.5,64.0,41.0,29.704,29.592,15.0
2015-05-16,42.1,57.0,27.0,29.6,3.9,6.0,292.0,0.29,54.4,29.0,82.0,27.0,29.764,29.44,17.3
2015-05-17,46.3,53.0,28.7,29.8,4.3,7.0,285.0,0.29,59.5,35.0,83.0,24.0,30.013,29.172,16.1
2015-05-18,40.6,84.0,35.9,30.1,2.2,4.3,101.0,0.47,45.4,37.8,91.0,69.0,30.219,29.997,10.4
2015-05-19,35.7,91.0,33.2,30.1,1.2,2.3,55.0,1.19,40.5,32.5,93.0,87.0,30.122,29.969,10.4
2015-05-20,35.5,88.0,32.4,30.2,2.2,4.1,83.0,1.35,45.7,30.4,93.0,70.0,30.234,30.074,11.5
2015-05-21,42.6,79.0,36.2,30.0,2.3,4.2,71.0,1.35,55.1,34.4,93.0,56.0,30.192,29.858,11.5
2015-05-22,43.2,85.0,39.0,29.8,2.5,4.5,85.0,1.53,51.3,40.3,92.0,67.0,29.938,29.749,11.5
2015-05-23,42.9,80.0,36.9,29.8,2.3,4.1,341.0,1.64,52.8,36.2,92.0,55.0,29.924,29.731,17.3
2015-05-24,41.7,72.0,32.4,29.8,2.6,4.5,89.0,1.66,53.5,28.4,93.0,35.0,29.914,29.69,13.8
2015-05-25,44.1,71.0,33.3,29.8,3.3,5.4,315.0,1.8,61.0,31.3,92.0,24.0,29.944,29.689,15.0
2015-05-26,47.8,66.0,35.1,29.9,3.9,6.0,286.0,1.83,60.6,33.8,96.0,32.0,29.997,29.796,21.9
2015-05-27,53.2,52.0,34.6,29.8,4.4,6.9,290.0,1.83,66.4,39.3,80.0,27.0,29.913,29.729,16.1
2015-05-28,51.8,51.0,33.3,29.8,5.6,8.7,291.0,1.83,64.5,41.5,75.0,27.0,29.919,29.741,18.4
2015-05-29,47.9,62.0,34.8,30.0,3.3,5.6,52.0,1.89,55.4,41.1,89.0,35.0,30.128,29.837,16.1
2015-05-30,51.0,66.0,39.2,30.0,2.4,4.5,102.0,1.89,63.2,34.9,91.0,38.0,30.2,29.897,16.1
2015-05-31,59.8,49.0,36.7,29.8,5.4,8.8,317.0,1.89,78.8,41.2,89.0,15.0,29.94,29.64,19.6
2015-06-01,59.4,48.0,37.3,29.8,2.5,4.4,313.0,0.06,77.2,42.3,80.0,20.0,29.852,29.621,16.1
2015-06-02,60.4,40.0,29.6,29.7,5.2,7.7,286.0,0.06,76.1,39.1,86.0,12.0,29.794,29.513,19.6
2015-06-03,55.6,57.0,40.0,29.7,2.7,5.0,92.0,0.1,69.0,38.5,89.0,30.0,29.779,29.58,11.5
2015-06-04,58.8,58.0,40.2,29.7,2.8,5.0,100.0,0.1,75.4,42.2,92.0,11.0,29.792,29.641,13.8
2015-06-05,53.8,73.0,45.0,29.8,1.9,3.5,91.0,0.24,63.2,40.6,89.0,53.0,29.959,29.719,19.6
2015-06-06,56.4,61.0,41.8,29.7,2.7,4.7,50.0,0.24,68.4,39.5,91.0,30.0,29.836,29.65,12.7
2015-06-07,55.7,56.0,38.7,29.8,3.5,5.9,347.0,0.24,67.6,41.1,86.0,24.0,29.952,29.695,16.1
2015-06-08,57.2,59.0,41.0,29.9,1.7,3.4,123.0,0.24,72.7,37.3,93.0,26.0,30.072,29.781,11.5
2015-06-09,61.1,51.0,38.8,29.8,2.1,3.8,244.0,0.24,79.6,40.8,89.0,13.0,29.938,29.607,19.6
2015-06-10,57.1,69.0,46.7,29.6,1.5,2.7,3.0,0.27,65.8,49.4,88.0,45.0,29.663,29.502,9.2
2015-06-11,53.3,80.0,47.0,29.7,2.1,3.7,66.0,0.53,64.7,47.4,92.0,48.0,29.79,29.574,11.5
2015-06-12,56.7,75.0,48.2,29.7,1.7,3.4,90.0,0.55,66.9,47.4,94.0,49.0,29.809,29.606,9.2
2015-06-13,56.6,64.0,42.0,29.7,2.8,4.6,289.0,0.77,78.3,41.2,94.0,21.0,29.803,29.554,12.7
2015-06-14,56.5,63.0,41.8,29.8,2.2,3.7,16.0,0.86,72.7,42.8,90.0,20.0,29.875,29.622,15.0
2015-06-15,53.0,81.0,47.2,29.9,2.1,3.9,85.0,0.93,64.2,43.6,93.0,58.0,30.014,29.815,11.5
2015-06-16,55.6,74.0,46.5,29.9,2.4,4.0,284.0,1.03,73.0,45.8,92.0,36.0,29.981,29.744,19.6
2015-06-17,59.8,67.0,47.4,29.8,2.6,4.4,46.0,1.03,76.8,42.6,93.0,26.0,29.978,29.708,11.5
2015-06-18,60.5,67.0,48.8,29.8,2.8,5.0,78.0,1.03,73.2,41.8,92.0,41.0,29.921,29.731,12.7
2015-06-19,67.3,45.0,37.3,29.7,3.5,5.7,277.0,1.03,84.7,44.6,92.0,12.0,29.842,29.452,15.0
2015-06-20,64.5,47.0,43.0,29.6,2.8,5.0,75.0,1.03,79.2,48.2,76.0,25.0,29.72,29.562,15.0
2015-06-21,67.4,40.0,34.7,29.6,5.1,8.0,280.0,1.03,86.1,44.3,85.0,10.0,29.786,29.467,21.9
2015-06-22,64.5,41.0,38.7,29.7,4.0,6.8,82.0,1.03,77.6,54.7,73.0,14.0,29.889,29.491,13.8
2015-06-23,65.5,55.0,44.1,29.8,3.3,5.2,330.0,1.03,85.5,43.3,92.0,12.0,29.95,29.613,17.3
2015-06-24,62.4,54.0,43.3,29.8,2.3,3.9,345.0,1.04,81.6,48.6,79.0,16.0,29.92,29.617,13.8
2015-06-25,68.7,42.0,43.1,29.7,4.9,7.8,33.0,1.04,78.8,50.4,80.0,22.0,29.818,29.594,17.3
2015-06-26,62.4,70.0,52.1,29.9,2.8,5.0,91.0,1.06,70.9,53.5,91.0,49.0,29.965,29.739,13.8
2015-06-27,62.8,57.0,44.6,29.9,2.0,3.7,127.0,1.06,79.4,42.6,92.0,23.0,30.063,29.807,12.7
2015-06-28,60.8,63.0,45.8,29.9,2.0,3.3,79.0,1.21,80.9,45.4,89.0,20.0,30.043,29.772,15.0
2015-06-29,63.4,58.0,46.5,29.9,2.2,4.0,108.0,1.21,76.5,46.2,90.0,33.0,30.027,29.789,10.4
2015-06-30,63.4,59.0,45.6,29.8,2.3,3.9,315.0,1.3,84.9,45.5,89.0,16.0,29.91,29.638,19.6
2015-07-01,62.5,69.0,51.2,29.8,2.6,4.2,38.0,0.17,77.2,51.4,88.0,34.0,29.935,29.681,21.9
2015-07-02,59.5,75.0,50.7,29.8,3.0,5.0,81.0,0.69,72.5,49.2,93.0,46.0,29.956,29.697,32.2
2015-07-03,60.0,74.0,50.8,29.8,1.6,3.0,82.0,0.73,72.8,45.2,94.0,45.0,30.025,29.706,10.4
2015-07-04,64.2,60.0,46.6,29.7,2.8,4.8,357.0,0.89,83.0,46.7,92.0,19.0,29.855,29.569,28.8
2015-07-05,61.6,71.0,50.0,29.7,3.4,5.1,318.0,1.27,79.3,48.3,92.0,28.0,29.861,29.575,13.8
2015-07-06,54.6,91.0,51.9,29.9,2.3,4.1,84.0,1.54,56.9,52.0,93.0,84.0,30.025,29.615,8.1
2015-07-07,54.0,88.0,50.3,29.9,1.5,2.8,77.0,1.96,59.3,50.4,93.0,72.0,29.995,29.79,11.5
2015-07-08,52.0,89.0,48.8,29.8,1.3,2.4,104.0,2.3,59.3,48.3,95.0,70.0,29.871,29.737,11.5
2015-07-09,55.7,77.0,47.7,29.8,1.8,3.1,102.0,2.32,69.3,46.7,95.0,38.0,29.896,29.721,12.7
2015-07-10,61.5,50.0,40.0,29.7,5.4,8.6,305.0,2.38,73.2,47.9,91.0,22.0,29.801,29.653,19.6
2015-07-11,63.5,45.0,39.0,29.8,4.0,6.9,269.0,2.38,76.8,46.4,81.0,4.0,29.923,29.745,20.7
2015-07-12,66.4,40.0,38.4,29.8,5.3,8.2,264.0,2.38,81.1,49.6,73.0,15.0,29.867,29.657,20.7
2015-07-13,65.3,49.0,44.6,29.7,4.2,7.1,285.0,2.47,77.7,53.8,88.0,27.0,29.808,29.606,12.7
2015-07-14,60.6,63.0,46.6,29.7,2.5,4.2,347.0,2.92,76.1,50.8,91.0,33.0,29.882,29.62,12.7
2015-07-15,61.1,57.0,43.4,29.8,4.6,7.3,22.0,2.93,74.2,22.6,95.0,28.0,29.859,29.641,16.1
2015-07-16,63.9,39.0,38.1,29.7,5.4,8.6,271.0,2.93,74.9,50.5,64.0,27.0,29.77,29.627,17.3
2015-07-17,67.6,33.0,35.4,29.6,5.9,9.2,270.0,2.93,78.3,53.2,61.0,16.0,29.72,29.434,27.6
2015-07-18,58.8,58.0,42.9,29.8,2.8,4.8,263.0,2.93,76.3,44.5,85.0,26.0,29.925,29.615,19.6
2015-07-19,59.1,59.0,43.6,29.9,3.3,5.2,260.0,2.93,70.8,44.2,89.0,38.0,29.985,29.766,13.8
2015-07-20,59.1,54.0,40.5,29.9,1.9,3.5,122.0,2.93,73.2,41.1,88.0,27.0,30.034,29.733,10.4
2015-07-21,59.4,69.0,48.4,29.7,2.9,4.7,27.0,3.08,68.4,51.1,90.0,40.0,29.763,29.652,12.7
2015-07-22,63.3,51.0,42.7,29.7,4.4,7.0,280.0,3.08,78.1,48.8,88.0,24.0,29.736,29.555,18.4
2015-07-23,65.6,43.0,37.4,29.7,4.7,6.9,269.0,3.08,80.6,42.6,87.0,16.0,29.819,29.589,19.6
2015-07-24,64.9,40.0,38.7,29.8,2.6,4.3,316.0,3.08,78.5,47.0,68.0,20.0,30.031,29.679,9.2
2015-07-25,71.0,32.0,39.0,29.7,4.3,6.7,283.0,3.08,80.9,62.7,41.0,16.0,29.734,29.529,13.8
2015-07-26,70.2,34.0,36.2,29.6,2.9,4.2,281.0,3.08,82.0,45.1,77.0,9.0,29.861,29.42,15.0
2015-07-27,74.7,28.0,37.2,29.4,5.7,8.4,274.0,3.08,83.6,47.4,84.0,16.0,29.838,29.226,21.9
2015-07-28,67.7,26.0,31.0,29.6,5.9,8.7,254.0,3.08,79.4,57.3,40.0,15.0,29.884,29.31,18.4
2015-07-29,61.1,49.0,40.3,29.9,2.5,4.3,72.0,3.08,75.8,41.1,77.0,28.0,30.067,29.831,13.8
2015-07-30,64.6,44.0,37.5,30.0,2.4,4.1,51.0,3.08,82.0,42.8,83.0,11.0,30.099,29.72,12.7
2015-07-31,67.9,43.0,42.8,29.8,2.1,3.7,101.0,3.08,78.5,46.8,83.0,27.0,30.033,29.67,13.8
2015-08-01,65.9,47.0,41.0,29.8,2.0,3.4,95.0,0.0,85.7,45.7,86.0,13.0,29.903,29.483,12.7
2015-08-02,67.7,43.0,42.9,29.6,2.5,3.9,47.0,0.03,78.8,46.6,80.0,21.0,29.795,29.416,20.7
2015-08-03,62.4,51.0,41.3,29.7,2.3,3.9,199.0,0.05,75.3,50.8,85.0,22.0,29.886,29.667,20.7
2015-08-04,62.5,47.0,38.3,29.7,4.9,8.3,283.0,0.05,78.5,46.1,92.0,20.0,29.855,29.645,20.7
2015-08-05,64.9,41.0,35.8,29.7,2.9,4.8,273.0,0.05,85.5,41.5,77.0,14.0,29.908,29.57,17.3
2015-08-06,67.4,26.0,27.6,29.7,4.5,7.6,301.0,0.05,82.8,51.7,55.0,8.0,29.76,29.52,20.7
2015-08-07,64.2,33.0,32.7,29.7,3.0,5.1,331.0,0.05,80.1,45.8,53.0,16.0,29.788,29.523,16.1
2015-08-08,64.4,39.0,36.7,29.7,4.4,6.9,258.0,0.05,79.4,48.0,72.0,18.0,29.747,29.556,16.1
2015-08-09,64.1,39.0,35.1,29.8,3.4,5.7,280.0,0.05,79.9,44.8,73.0,16.0,29.87,29.73,16.1
2015-08-10,61.0,53.0,41.3,29.9,2.2,4.1,97.0,0.05,78.0,42.6,80.0,20.0,29.995,29.817,15.0
2015-08-11,61.1,65.0,48.3,29.9,1.7,3.1,9.0,0.2,79.7,48.8,85.0,30.0,30.051,29.814,13.8
2015-08-12,67.1,48.0,44.3,29.9,4.3,7.0,270.0,0.2,84.5,49.6,84.0,24.0,30.048,29.773,17.3
2015-08-13,64.3,56.0,46.6,29.9,3.0,5.1,289.0,0.67,80.7,51.7,83.0,23.0,30.006,29.809,16.1
2015-08-14,65.0,58.0,46.8,29.9,1.7,3.3,165.0,0.67,82.2,46.8,91.0,24.0,30.093,29.785,11.5
2015-08-15,69.4,47.0,44.2,29.8,3.6,5.9,268.0,0.7,88.8,51.0,84.0,16.0,29.849,29.661,20.7
2015-08-16,62.0,69.0,50.7,29.8,3.2,5.1,242.0,0.75,76.5,49.5,93.0,30.0,29.892,29.684,13.8
2015-08-17,59.5,74.0,50.6,29.7,2.8,4.8,82.0,0.93,74.4,46.0,91.0,32.0,29.86,29.5,13.8
2015-08-18,52.5,66.0,39.7,29.7,3.5,6.0,77.0,0.96,69.6,41.1,90.0,21.0,29.902,29.594,13.8
2015-08-19,48.9,72.0,39.3,29.9,2.2,4.2,101.0,1.03,60.9,34.6,94.0,48.0,30.078,29.794,10.4
2015-08-20,58.1,48.0,32.6,29.8,2.7,4.9,353.0,1.03,79.6,37.9,90.0,14.0,29.866,29.662,13.8
2015-08-21,62.0,36.0,28.6,29.6,4.0,6.6,296.0,1.03,84.5,36.8,77.0,10.0,29.777,29.467,16.1
2015-08-22,64.2,37.0,35.4,29.6,4.1,7.0,305.0,1.03,82.0,47.4,67.0,12.0,29.895,29.415,18.4
2015-08-23,53.8,56.0,36.2,30.0,2.2,3.9,52.0,1.03,71.5,35.9,89.0,24.0,30.123,29.895,12.7
2015-08-24,61.5,41.0,32.0,29.9,2.5,4.5,344.0,1.03,85.9,38.3,77.0,10.0,30.092,29.838,15.0
2015-08-25,65.0,37.0,33.0,29.9,2.0,3.6,120.0,1.03,87.9,41.6,73.0,10.0,30.027,29.777,11.5
2015-08-26,64.1,41.0,37.5,29.8,2.5,4.2,304.0,1.1,84.3,46.8,66.0,15.0,29.949,29.633,15.0
2015-08-27,65.4,48.0,44.8,29.7,4.6,7.5,260.0,1.1,74.4,54.7,74.0,34.0,29.822,29.622,17.3
2015-08-28,62.1,47.0,40.6,29.9,2.7,4.9,316.0,1.12,72.5,48.6,72.0,26.0,29.968,29.791,10.4
2015-08-29,61.2,49.0,37.5,29.9,1.7,3.2,84.0,1.12,80.1,40.6,88.0,17.0,30.085,29.741,12.7
2015-08-30,66.5,37.0,34.7,29.7,3.8,6.2,267.0,1.12,86.3,42.5,76.0,13.0,29.88,29.481,17.3
2015-08-31,65.6,42.0,40.7,29.6,6.6,10.3,266.0,1.12,77.0,50.4,77.0,22.0,29.814,29.474,17.3
2015-09-01,62.6,41.0,35.7,29.8,3.6,5.8,265.0,0.0,81.8,46.1,80.0,15.0,29.836,29.684,17.3
2015-09-02,69.8,29.0,35.0,29.6,6.5,10.1,259.0,0.0,83.4,54.0,45.0,16.0,29.777,29.531,17.3
2015-09-03,59.8,54.0,42.0,29.6,2.7,4.8,281.0,0.07,75.4,48.2,87.0,25.0,29.815,29.544,13.8
2015-09-04,60.9,41.0,35.1,29.7,4.3,7.1,254.0,0.07,77.9,22.4,72.0,18.0,29.784,29.606,18.4
2015-09-05,68.0,30.0,34.7,29.6,7.3,11.3,267.0,0.07,75.3,60.4,45.0,21.0,29.701,29.519,20.7
2015-09-06,64.8,32.0,32.7,29.7,4.8,7.6,251.0,0.07,76.7,53.8,53.0,15.0,29.813,29.593,16.1
2015-09-07,57.0,50.0,37.9,29.8,4.2,6.6,248.0,0.08,68.6,44.8,75.0,30.0,29.924,29.641,17.3
2015-09-08,57.7,38.0,24.1,29.9,3.4,6.0,319.0,0.08,77.6,38.8,85.0,8.0,29.957,29.805,15.0
2015-09-09,60.2,22.0,17.9,29.8,4.1,6.8,296.0,0.08,81.8,37.2,49.0,9.0,29.947,29.68,16.1
2015-09-10,57.5,30.0,21.9,29.9,2.8,4.9,309.0,0.08,80.3,34.9,63.0,9.0,29.984,29.79,13.8
2015-09-11,53.3,60.0,38.1,30.0,1.7,3.2,66.0,0.08,69.8,35.2,87.0,31.0,30.175,29.911,12.7
2015-09-12,57.4,49.0,33.3,29.9,2.0,3.7,84.0,0.08,80.6,35.8,89.0,12.0,30.107,29.738,12.7
2015-09-13,58.2,32.0,20.5,29.7,3.2,5.3,285.0,0.08,81.8,35.2,73.0,7.0,29.892,29.579,17.3
2015-09-14,59.6,29.0,25.5,29.6,3.4,5.8,286.0,0.08,75.1,39.5,54.0,13.0,29.759,29.456,20.7
2015-09-15,62.9,38.0,36.7,29.5,8.9,14.0,256.0,0.08,70.9,54.8,62.0,25.0,29.663,29.39,25.3
2015-09-16,62.7,39.0,35.6,29.6,7.4,11.3,265.0,0.09,71.8,47.7,80.0,20.0,29.708,29.499,23.0
2015-09-17,58.4,45.0,36.2,29.6,4.4,7.3,279.0,0.09,65.8,44.3,73.0,29.0,29.794,29.502,18.4
2015-09-18,51.6,50.0,29.9,29.9,3.3,6.1,334.0,0.12,69.6,38.0,87.0,15.0,29.997,29.761,15.0
2015-09-19,51.4,45.0,24.5,29.9,2.9,5.0,310.0,0.12,74.7,28.1,88.0,12.0,30.091,29.788,17.3
2015-09-20,56.6,26.0,18.0,29.8,4.7,7.3,294.0,0.12,79.0,35.6,57.0,9.0,29.926,29.736,18.4
2015-09-21,61.6,21.0,19.2,29.7,4.3,7.0,292.0,0.12,80.3,38.9,41.0,10.0,29.87,29.573,16.1
2015-09-22,54.8,44.0,31.7,29.8,1.6,3.1,63.0,0.12,74.2,37.3,75.0,16.0,29.982,29.712,9.2
2015-09-23,57.7,55.0,37.7,29.8,2.6,4.3,42.0,0.12,81.2,39.9,89.0,12.0,29.916,29.663,19.6
2015-09-24,55.8,45.0,30.4,30.0,1.9,3.6,80.0,0.12,77.7,34.6,79.0,18.0,30.203,29.839,13.8
2015-09-25,55.9,45.0,31.7,30.1,1.9,3.6,116.0,0.12,75.7,35.3,79.0,20.0,30.252,29.949,12.7
2015-09-26,57.4,41.0,27.3,29.9,1.9,3.3,168.0,0.12,81.8,34.4,83.0,11.0,30.129,29.72,13.8
2015-09-27,58.6,36.0,28.7,29.8,1.7,3.1,116.0,0.12,80.7,37.5,65.0,14.0,29.961,29.628,15.0
2015-09-28,54.1,53.0,35.2,29.8,2.2,3.6,3.0,0.12,75.4,40.6,78.0,18.0,29.97,29.645,17.3
2015-09-29,55.0,72.0,45.2,29.9,1.8,3.4,108.0,0.21,69.7,45.2,92.0,32.0,29.965,29.788,11.5
2015-09-30,54.1,62.0,38.6,29.9,1.8,3.1,287.0,0.21,68.8,43.5,93.0,23.0,30.024,29.828,11.5
2015-10-01,54.3,57.0,37.4,29.9,1.8,3.0,351.0,0.0,73.9,41.9,80.0,24.0,30.046,29.816,16.1
2015-10-02,50.3,76.0,42.5,29.7,3.0,4.9,66.0,0.02,68.4,40.9,92.0,39.0,29.883,29.562,13.8
2015-10-03,47.8,75.0,38.8,29.7,3.6,5.7,54.0,0.07,65.5,38.9,91.0,18.0,29.784,29.503,15.0
2015-10-04,46.5,85.0,42.0,29.8,2.2,3.9,80.0,0.12,56.3,42.2,94.0,55.0,29.921,29.562,12.7
2015-10-05,51.5,60.0,34.5,29.9,2.2,3.9,86.0,0.12,68.4,33.2,92.0,22.0,30.05,29.768,12.7
2015-10-06,46.9,77.0,39.8,30.0,1.2,2.2,63.0,0.3,61.5,36.2,92.0,49.0,30.121,29.842,10.4
2015-10-07,48.3,71.0,37.6,30.0,1.0,2.0,155.0,0.3,67.4,32.5,95.0,28.0,30.176,29.902,10.4
2015-10-08,48.8,66.0,35.3,30.1,1.9,3.5,87.0,0.31,69.1,32.2,93.0,21.0,30.278,29.996,11.5
2015-10-09,51.9,61.0,37.1,30.1,2.2,3.9,28.0,0.31,65.2,35.9,93.0,30.0,30.319,29.919,10.4
2015-10-10,65.8,22.0,25.3,29.8,7.6,11.6,305.0,0.31,77.2,56.6,30.0,13.0,30.015,29.607,16.1
2015-10-11,65.0,23.0,26.1,29.6,10.9,17.5,332.0,0.31,74.2,59.6,35.0,14.0,29.706,29.473,25.3
2015-10-12,61.8,15.0,12.3,29.8,7.2,11.4,311.0,0.31,75.4,53.6,23.0,8.0,29.903,29.672,19.6
2015-10-13,63.1,16.0,15.0,29.8,6.2,9.9,332.0,0.31,78.0,53.1,22.0,9.0,29.931,29.728,16.1
2015-10-14,61.7,18.0,16.6,29.8,7.3,11.4,345.0,0.31,76.3,41.3,36.0,9.0,29.966,29.681,18.4
2015-10-15,46.6,45.0,25.6,30.1,2.0,3.9,95.0,0.31,60.4,34.3,65.0,31.0,30.312,29.917,10.4
2015-10-16,47.1,50.0,25.9,30.2,1.9,3.2,52.0,0.31,72.3,26.7,89.0,15.0,30.371,29.925,15.0
2015-10-17,48.4,44.0,23.6,30.1,1.4,2.8,72.0,0.31,69.8,28.8,78.0,14.0,30.28,29.866,9.2
2015-10-18,52.2,46.0,30.8,29.9,4.1,6.5,356.0,0.31,66.5,37.5,67.0,28.0,29.991,29.769,16.1
2015-10-19,46.7,60.0,32.6,29.8,3.3,5.2,342.0,0.31,62.1,35.3,81.0,34.0,29.918,29.783,16.1
2015-10-20,49.5,50.0,29.9,29.9,3.2,5.3,309.0,0.33,64.0,33.5,83.0,22.0,29.94,29.761,12.7
2015-10-21,40.4,88.0,37.0,30.1,0.9,2.1,126.0,0.74,44.1,38.5,91.0,83.0,30.194,29.897,5.8
2015-10-22,36.2,89.0,33.3,29.9,0.3,0.7,189.0,1.25,38.9,33.1,92.0,86.0,30.096,29.799,4.6
2015-10-23,42.5,61.0,28.8,29.9,3.3,5.7,316.0,1.31,52.6,30.0,93.0,32.0,30.138,29.787,11.5
2015-10-24,41.3,52.0,22.6,30.1,4.9,7.4,276.0,1.31,56.3,26.1,89.0,23.0,30.214,30.019,17.3
2015-10-25,46.1,45.0,22.4,30.1,3.7,5.8,288.0,1.31,63.1,26.4,85.0,15.0,30.191,29.937,13.8
2015-10-26,46.2,53.0,29.0,29.9,4.8,7.3,267.0,1.31,56.5,36.6,71.0,31.0,29.937,29.746,17.3
2015-10-27,39.4,56.0,24.6,29.8,6.8,10.4,254.0,1.33,45.7,33.7,85.0,38.0,29.993,29.737,18.4
2015-10-28,43.9,26.0,9.1,29.8,9.5,13.7,270.0,1.33,59.2,35.3,47.0,9.0,29.983,29.664,20.7
2015-10-29,37.9,52.0,20.3,29.8,1.9,3.1,64.0,1.33,53.5,28.1,76.0,24.0,29.874,29.689,10.4
2015-10-30,37.1,69.0,26.9,29.8,3.1,4.7,315.0,1.37,48.1,28.7,90.0,28.0,29.917,29.647,25.3
2015-10-31,44.9,42.0,23.3,29.8,12.0,17.6,267.0,1.37,51.3,37.3,52.0,34.0,29.91,29.66,25.3
2015-11-01,51.5,31.0,21.3,29.8,10.0,14.6,283.0,0.0,61.8,46.0,44.0,19.0,29.887,29.639,24.2
2015-11-02,50.2,33.0,19.8,29.6,7.6,10.8,287.0,0.0,64.7,27.8,72.0,15.0,29.713,29.48,19.6
2015-11-03,45.7,32.0,13.0,29.6,3.1,5.3,292.0,0.0,64.0,25.4,77.0,11.0,29.793,29.414,16.1
2015-11-04,35.2,69.0,25.4,29.7,1.9,3.3,49.0,0.14,49.2,25.4,90.0,40.0,29.831,29.565,12.7
2015-11-05,32.1,62.0,18.7,29.9,6.1,9.7,287.0,0.17,40.8,28.1,90.0,32.0,30.1,29.655,19.6
2015-11-06,30.5,44.0,10.7,30.2,6.3,9.5,268.0,0.17,39.2,23.9,69.0,27.0,30.392,29.97,19.6
2015-11-07,30.6,43.0,7.9,30.4,1.5,2.8,64.0,0.17,51.9,13.3,71.0,11.0,30.589,30.154,12.7
2015-11-08,35.9,41.0,7.4,30.1,1.0,1.9,67.0,0.17,63.9,16.4,74.0,6.0,30.362,29.792,6.9
2015-11-09,39.2,30.0,7.0,29.9,5.4,7.9,290.0,0.17,55.1,25.4,55.0,11.0,30.075,29.752,21.9
2015-11-10,43.5,39.0,16.0,29.6,5.3,8.4,276.0,0.17,54.2,29.8,89.0,16.0,29.827,29.489,20.7
2015-11-11,29.0,60.0,15.6,29.9,10.4,14.4,287.0,0.27,33.1,26.3,91.0,32.0,30.137,29.503,32.2
2015-11-12,31.1,44.0,11.1,30.2,8.1,11.7,268.0,0.28,40.2,23.3,67.0,30.0,30.316,30.098,23.0
2015-11-13,39.4,29.0,9.3,30.1,9.0,12.8,266.0,0.28,51.2,30.3,51.0,20.0,30.264,29.981,21.9
2015-11-14,41.3,34.0,12.1,30.0,2.3,3.7,274.0,0.28,60.1,21.6,69.0,13.0,30.198,29.798,11.5
2015-11-15,41.1,23.0,2.3,29.7,6.7,10.0,284.0,0.28,52.6,19.9,70.0,9.0,29.97,29.409,21.9
2015-11-16,35.1,53.0,16.9,29.5,2.8,4.5,27.0,0.28,45.7,27.9,88.0,13.0,29.667,29.302,12.7
2015-11-17,31.0,50.0,13.0,29.7,10.4,15.2,288.0,0.35,39.8,24.2,84.0,24.0,29.809,29.608,31.1
2015-11-18,33.4,43.0,12.9,29.6,15.2,23.7,268.0,0.35,38.9,29.1,61.0,27.0,29.948,29.414,40.3
2015-11-19,36.0,40.0,13.6,29.9,13.9,20.3,281.0,0.35,39.9,29.5,54.0,28.0,30.023,29.803,32.2
2015-11-20,31.9,55.0,16.3,29.9,5.1,7.3,278.0,0.43,39.9,18.8,89.0,22.0,30.377,29.717,31.1
2015-11-21,28.3,28.0,-5.4,30.2,11.4,15.7,273.0,0.43,35.5,10.0,78.0,13.0,30.456,29.72,27.6
2015-11-22,41.6,19.0,2.5,30.0,13.3,18.4,267.0,0.43,51.1,32.1,27.0,14.0,30.095,29.927,33.4
2015-11-23,44.7,17.0,0.7,29.9,7.3,10.8,278.0,0.43,52.9,35.9,28.0,10.0,30.0,29.723,17.3
2015-11-24,42.8,24.0,6.8,29.7,7.9,11.7,282.0,0.43,50.2,24.8,56.0,10.0,29.767,29.575,27.6
2015-11-25,29.3,59.0,14.9,29.8,2.9,5.0,72.0,0.43,46.0,18.9,87.0,24.0,30.107,29.59,11.5
